FagNivaa	Fagkategorikode	Fagomraadekode	Opplaeringsfagkode	Vurderingsfagkode	Fagkategorinavn	Fagomraadenavn	Opplaeringsfagnavn	Vurderingsfagnavn	2022-23.Alle eierformer.Alle trinn.Alle kjønn.Antall elever	2023-24.Alle eierformer.Alle trinn.Alle kjønn.Antall elever	2024-25.Alle eierformer.Alle trinn.Alle kjønn.Antall elever
3	FKAT200	FOMR204	POS3Z01	POS3Z01	Historie og samfunn	Politikk, individ og samfunn	Samfunnsgeografi	Alle vurderingsfag	896	907	1041
4	FKAT200	FOMR204	POS3Z01	SAM3053	Historie og samfunn	Politikk, individ og samfunn	Samfunnsgeografi	Samfunnsgeografi	896	907	1041
3	FKAT200	FOMR204	POS2Z01	POS2Z01	Historie og samfunn	Politikk, individ og samfunn	Sosialkunnskap	Alle vurderingsfag	4316	4591	4218
4	FKAT200	FOMR204	POS2Z01	SAM3051	Historie og samfunn	Politikk, individ og samfunn	Sosialkunnskap	Sosialkunnskap	4316	4591	4218
3	FKAT200	FOMR204	POS1Z03	POS1Z03	Historie og samfunn	Politikk, individ og samfunn	Sosiologi og sosialantropologi	Sosiologi og sosialantropologi	20		
4	FKAT200	FOMR204	POS1Z03	SAM3019	Historie og samfunn	Politikk, individ og samfunn	Sosiologi og sosialantropologi	Sosiologi og sosialantropologi	20		
3	FKAT200	FOMR204	POS4Z01	POS4Z01	Historie og samfunn	Politikk, individ og samfunn	Sosiologi og sosialantropologi	Alle vurderingsfag	11230	10741	11017
4	FKAT200	FOMR204	POS4Z01	SAM3054	Historie og samfunn	Politikk, individ og samfunn	Sosiologi og sosialantropologi	Sosiologi og sosialantropologi	11230	10741	11017
2	FKAT200	FOMR208		FOMR208	Historie og samfunn	Psykologi	Alle opplæringsfag	Alle vurderingsfag	17695	17927	18985
3	FKAT200	FOMR208	PSY1Z01	PSY1Z01	Historie og samfunn	Psykologi	Psykologi 1	Alle vurderingsfag		1	
4	FKAT200	FOMR208	PSY1Z01	SAM3037	Historie og samfunn	Psykologi	Psykologi 1	Psykologi 1		1	
3	FKAT200	FOMR208	PSY1Z03	PSY1Z03	Historie og samfunn	Psykologi	Psykologi 1	Alle vurderingsfag	10542	10448	11383
4	FKAT200	FOMR208	PSY1Z03	SAM3072	Historie og samfunn	Psykologi	Psykologi 1	Psykologi 1	10542	10448	11383
3	FKAT200	FOMR208	PSY1Z02	PSY1Z02	Historie og samfunn	Psykologi	Psykologi 2	Alle vurderingsfag	30	32	
4	FKAT200	FOMR208	PSY1Z02	SAM3038	Historie og samfunn	Psykologi	Psykologi 2	Psykologi 2	30	32	
3	FKAT200	FOMR208	PSY1Z04	PSY1Z04	Historie og samfunn	Psykologi	Psykologi 2	Alle vurderingsfag	7258	7589	7747
4	FKAT200	FOMR208	PSY1Z04	SAM3073	Historie og samfunn	Psykologi	Psykologi 2	Psykologi 2	7258	7589	7747
2	FKAT200	FOMR205		FOMR205	Historie og samfunn	Rettslære	Alle opplæringsfag	Alle vurderingsfag	10030	10432	10708
3	FKAT200	FOMR205	RTL1Z01	RTL1Z01	Historie og samfunn	Rettslære	Rettslære 1	Rettslære 1	1		
4	FKAT200	FOMR205	RTL1Z01	SAM3022	Historie og samfunn	Rettslære	Rettslære 1	Rettslære 1	1		
3	FKAT200	FOMR205	RTL1Z03	RTL1Z03	Historie og samfunn	Rettslære	Rettslære 1	Alle vurderingsfag	6064	6225	6281
4	FKAT200	FOMR205	RTL1Z03	SAM3057	Historie og samfunn	Rettslære	Rettslære 1	Rettslære 1	6064	6225	6281
3	FKAT200	FOMR205	RTL1Z02	RTL1Z02	Historie og samfunn	Rettslære	Rettslære 2	Alle vurderingsfag	1	18	
4	FKAT200	FOMR205	RTL1Z02	SAM3023	Historie og samfunn	Rettslære	Rettslære 2	Rettslære 2	1	18	
3	FKAT200	FOMR205	RTL1Z04	RTL1Z04	Historie og samfunn	Rettslære	Rettslære 2	Alle vurderingsfag	4008	4222	4466
4	FKAT200	FOMR205	RTL1Z04	SAM3058	Historie og samfunn	Rettslære	Rettslære 2	Rettslære 2	4008	4222	4466
2	FKAT200	FOMR206		FOMR206	Historie og samfunn	Samfunnsfag	Alle opplæringsfag	Alle vurderingsfag	61763	63590	63800
3	FKAT200	FOMR206	SAK1Z01	SAK1Z01	Historie og samfunn	Samfunnsfag	Samfunnskunnskap vg1	Alle vurderingsfag	61705	63529	63734
4	FKAT200	FOMR206	SAK1Z01	SAK1001	Historie og samfunn	Samfunnsfag	Samfunnskunnskap vg1	Samfunnskunnskap	61705	63529	63734
3	FKAT200	FOMR206	SAK2Z01	SAK2Z01	Historie og samfunn	Samfunnsfag	Samfunnskunnskap vg1, samisk plan	Alle vurderingsfag	58	61	66
4	FKAT200	FOMR206	SAK2Z01	SAK1002	Historie og samfunn	Samfunnsfag	Samfunnskunnskap vg1, samisk plan	Samfunnskunnskap, samisk plan	58	61	66
2	FKAT200	FOMR207		FOMR207	Historie og samfunn	Økonomiske fag	Alle opplæringsfag	Alle vurderingsfag	18792	19925	20882
3	FKAT200	FOMR207	ENT1Z02	ENT1Z02	Historie og samfunn	Økonomiske fag	Entrepenørskap og bedriftsutvikling 2	Alle vurderingsfag		18	
4	FKAT200	FOMR207	ENT1Z02	SAM3029	Historie og samfunn	Økonomiske fag	Entrepenørskap og bedriftsutvikling 2	Entreprenørskap og bedriftsutvikling 2		18	
3	FKAT200	FOMR207	ENT1Z03	ENT1Z03	Historie og samfunn	Økonomiske fag	Entreprenørskap og bedriftsutvikling 1	Alle vurderingsfag	4113	4559	4568
4	FKAT200	FOMR207	ENT1Z03	SAM3063	Historie og samfunn	Økonomiske fag	Entreprenørskap og bedriftsutvikling 1	Entreprenørskap og bedriftsutvikling 1	4113	4559	4568
3	FKAT200	FOMR207	ENT1Z04	ENT1Z04	Historie og samfunn	Økonomiske fag	Entreprenørskap og bedriftsutvikling 2	Alle vurderingsfag	1789	2115	2210
4	FKAT200	FOMR207	ENT1Z04	SAM3064	Historie og samfunn	Økonomiske fag	Entreprenørskap og bedriftsutvikling 2	Entreprenørskap og bedriftsutvikling 2	1789	2115	2210
3	FKAT200	FOMR207	MFL1Z03	MFL1Z03	Historie og samfunn	Økonomiske fag	Markedsføring og ledelse 1	Alle vurderingsfag	5183	5625	6093
4	FKAT200	FOMR207	MFL1Z03	SAM3045	Historie og samfunn	Økonomiske fag	Markedsføring og ledelse 1	Markedsføring og ledelse 1	5183	5625	6093
3	FKAT200	FOMR207	MFL1Z04	MFL1Z04	Historie og samfunn	Økonomiske fag	Markedsføring og ledelse 2	Alle vurderingsfag	3258	3414	3686
4	FKAT200	FOMR207	MFL1Z04	SAM3046	Historie og samfunn	Økonomiske fag	Markedsføring og ledelse 2	Markedsføring og ledelse 2	3258	3414	3686
3	FKAT200	FOMR207	SOK1Z03	SOK1Z03	Historie og samfunn	Økonomiske fag	Samfunnsøkonomi 1	Alle vurderingsfag	3009	3210	3340
4	FKAT200	FOMR207	SOK1Z03	SAM3060	Historie og samfunn	Økonomiske fag	Samfunnsøkonomi 1	Samfunnsøkonomi 1	3009	3210	3340
3	FKAT200	FOMR207	SOK1Z02	SOK1Z02	Historie og samfunn	Økonomiske fag	Samfunnsøkonomi 2	Samfunnsøkonomi 2	15		
4	FKAT200	FOMR207	SOK1Z02	SAM3026	Historie og samfunn	Økonomiske fag	Samfunnsøkonomi 2	Samfunnsøkonomi 2	15		
3	FKAT200	FOMR207	SOK1Z04	SOK1Z04	Historie og samfunn	Økonomiske fag	Samfunnsøkonomi 2	Alle vurderingsfag	1869	1833	1944
4	FKAT200	FOMR207	SOK1Z04	SAM3061	Historie og samfunn	Økonomiske fag	Samfunnsøkonomi 2	Samfunnsøkonomi 2	1869	1833	1944
3	FKAT200	FOMR207	NOK2Z02	NOK2Z02	Historie og samfunn	Økonomiske fag	Økonomi og ledelse	Alle vurderingsfag	1	32	
4	FKAT200	FOMR207	NOK2Z02	SAM3035	Historie og samfunn	Økonomiske fag	Økonomi og ledelse	Økonomi og ledelse	1	32	
3	FKAT200	FOMR207	NOK2Z04	NOK2Z04	Historie og samfunn	Økonomiske fag	Økonomi og ledelse	Alle vurderingsfag	2185	2311	2337
4	FKAT200	FOMR207	NOK2Z04	SAM3070	Historie og samfunn	Økonomiske fag	Økonomi og ledelse	Økonomi og ledelse	2185	2311	2337
3	FKAT200	FOMR207	NOK2Z03	NOK2Z03	Historie og samfunn	Økonomiske fag	Økonomistyring	Alle vurderingsfag	3255	3110	3387
4	FKAT200	FOMR207	NOK2Z03	SAM3068	Historie og samfunn	Økonomiske fag	Økonomistyring	Økonomistyring	3255	3110	3387
1	FKAT300			FKAT300	Mat, helse og idrett	Alle fagområder	Alle opplæringsfag	Alle vurderingsfag	165505	166565	169685
2	FKAT300	FOMR301		FOMR301	Mat, helse og idrett	Idrettsfag	Alle opplæringsfag	Alle vurderingsfag	23970	24222	24493
3	FKAT300	FOMR301	IDR1Z04	IDR1Z04	Mat, helse og idrett	Idrettsfag	Aktivitetslære 1	Alle vurderingsfag	4335	4428	4578
4	FKAT300	FOMR301	IDR1Z04	IDR2018	Mat, helse og idrett	Idrettsfag	Aktivitetslære 1	Aktivitetslære 1	4335	4428	4578
3	FKAT300	FOMR301	IDR1Z02	IDR1Z02	Mat, helse og idrett	Idrettsfag	Aktivitetslære 2	Aktivitetslære 2	112		
4	FKAT300	FOMR301	IDR1Z02	IDR2002	Mat, helse og idrett	Idrettsfag	Aktivitetslære 2	Aktivitetslære 2	112		
3	FKAT300	FOMR301	IDR1Z05	IDR1Z05	Mat, helse og idrett	Idrettsfag	Aktivitetslære 2	Alle vurderingsfag	3919	4115	4195
4	FKAT300	FOMR301	IDR1Z05	IDR2019	Mat, helse og idrett	Idrettsfag	Aktivitetslære 2	Aktivitetslære 2	3919	4115	4195
3	FKAT300	FOMR301	IDR1Z03	IDR1Z03	Mat, helse og idrett	Idrettsfag	Aktivitetslære 3	Alle vurderingsfag	139	1	
4	FKAT300	FOMR301	IDR1Z03	IDR2003	Mat, helse og idrett	Idrettsfag	Aktivitetslære 3	Aktivitetslære 3	139	1	
3	FKAT300	FOMR301	IDR1Z06	IDR1Z06	Mat, helse og idrett	Idrettsfag	Aktivitetslære 3	Alle vurderingsfag	3931	3904	4072
4	FKAT300	FOMR301	IDR1Z06	IDR2020	Mat, helse og idrett	Idrettsfag	Aktivitetslære 3	Aktivitetslære 3	3931	3904	4072
3	FKAT300	FOMR301	IDR6Z04	IDR6Z04	Mat, helse og idrett	Idrettsfag	Breddeidrett 1	Alle vurderingsfag	5982	5898	6090
4	FKAT300	FOMR301	IDR6Z04	IDR3016	Mat, helse og idrett	Idrettsfag	Breddeidrett 1	Breddeidrett 1	5982	5898	6090
3	FKAT300	FOMR301	IDR6Z02	IDR6Z02	Mat, helse og idrett	Idrettsfag	Breddeidrett 2	Breddeidrett 2	77		
4	FKAT300	FOMR301	IDR6Z02	IDR3005	Mat, helse og idrett	Idrettsfag	Breddeidrett 2	Breddeidrett 2	77		
3	FKAT300	FOMR301	IDR6Z05	IDR6Z05	Mat, helse og idrett	Idrettsfag	Breddeidrett 2	Alle vurderingsfag	3036	3153	2829
4	FKAT300	FOMR301	IDR6Z05	IDR3017	Mat, helse og idrett	Idrettsfag	Breddeidrett 2	Breddeidrett 2	3036	3153	2829
3	FKAT300	FOMR301	IDR6Z03	IDR6Z03	Mat, helse og idrett	Idrettsfag	Breddeidrett 3	Breddeidrett 3	41		
4	FKAT300	FOMR301	IDR6Z03	IDR3006	Mat, helse og idrett	Idrettsfag	Breddeidrett 3	Breddeidrett 3	41		
3	FKAT300	FOMR301	IDR6Z06	IDR6Z06	Mat, helse og idrett	Idrettsfag	Breddeidrett 3	Alle vurderingsfag	1675	1632	1616
4	FKAT300	FOMR301	IDR6Z06	IDR3018	Mat, helse og idrett	Idrettsfag	Breddeidrett 3	Breddeidrett 3	1675	1632	1616
3	FKAT300	FOMR301	IDR7Z03	IDR7Z03	Mat, helse og idrett	Idrettsfag	Friluftsliv 1	Alle vurderingsfag	1022	1046	973
4	FKAT300	FOMR301	IDR7Z03	IDR3019	Mat, helse og idrett	Idrettsfag	Friluftsliv 1	Friluftsliv 1	1022	1046	973
3	FKAT300	FOMR301	IDR7Z04	IDR7Z04	Mat, helse og idrett	Idrettsfag	Friluftsliv 2	Alle vurderingsfag	121	92	129
4	FKAT300	FOMR301	IDR7Z04	IDR3020	Mat, helse og idrett	Idrettsfag	Friluftsliv 2	Friluftsliv 2	121	92	129
3	FKAT300	FOMR301	IDR3Z01	IDR3Z01	Mat, helse og idrett	Idrettsfag	Idrett og samfunn	Alle vurderingsfag	311	5	
4	FKAT300	FOMR301	IDR3Z01	IDR2013	Mat, helse og idrett	Idrettsfag	Idrett og samfunn	Idrett og samfunn vg3	311	5	
3	FKAT300	FOMR301	IDR3Z03	IDR3Z03	Mat, helse og idrett	Idrettsfag	Idrett og samfunn 1. år	Alle vurderingsfag	4008	4012	4025
4	FKAT300	FOMR301	IDR3Z03	IDR2021	Mat, helse og idrett	Idrettsfag	Idrett og samfunn 1. år	Idrett og samfunn vg2	4008	4012	4025
3	FKAT300	FOMR301	IDR3Z04	IDR3Z04	Mat, helse og idrett	Idrettsfag	Idrett og samfunn 2. år	Alle vurderingsfag	3654	3894	3968
4	FKAT300	FOMR301	IDR3Z04	IDR2022	Mat, helse og idrett	Idrettsfag	Idrett og samfunn 2. år	Idrett og samfunn Vg3	3654	3894	3968
3	FKAT300	FOMR301	IDR8Z03	IDR8Z03	Mat, helse og idrett	Idrettsfag	Lederutvikling 1	Alle vurderingsfag	28	51	34
4	FKAT300	FOMR301	IDR8Z03	IDR3021	Mat, helse og idrett	Idrettsfag	Lederutvikling 1	Lederutvikling 1	28	51	34
3	FKAT300	FOMR301	IDR8Z04	IDR8Z04	Mat, helse og idrett	Idrettsfag	Lederutvikling 2	Alle vurderingsfag	6	5	7
4	FKAT300	FOMR301	IDR8Z04	IDR3022	Mat, helse og idrett	Idrettsfag	Lederutvikling 2	Lederutvikling 2	6	5	7
3	FKAT300	FOMR301	IDR5Z04	IDR5Z04	Mat, helse og idrett	Idrettsfag	Toppidrett 1	Alle vurderingsfag	5676	6146	6232
4	FKAT300	FOMR301	IDR5Z04	IDR3013	Mat, helse og idrett	Idrettsfag	Toppidrett 1	Toppidrett 1	5676	6146	6232
3	FKAT300	FOMR301	IDR5Z05	IDR5Z05	Mat, helse og idrett	Idrettsfag	Toppidrett 2	Alle vurderingsfag	3424	3438	3690
4	FKAT300	FOMR301	IDR5Z05	IDR3014	Mat, helse og idrett	Idrettsfag	Toppidrett 2	Toppidrett 2	3424	3438	3690
3	FKAT300	FOMR301	IDR5Z03	IDR5Z03	Mat, helse og idrett	Idrettsfag	Toppidrett 3	Toppidrett 3	11		
4	FKAT300	FOMR301	IDR5Z03	IDR3003	Mat, helse og idrett	Idrettsfag	Toppidrett 3	Toppidrett 3	11		
3	FKAT300	FOMR301	IDR5Z06	IDR5Z06	Mat, helse og idrett	Idrettsfag	Toppidrett 3	Alle vurderingsfag	2134	2221	2118
4	FKAT300	FOMR301	IDR5Z06	IDR3015	Mat, helse og idrett	Idrettsfag	Toppidrett 3	Toppidrett 3	2134	2221	2118
3	FKAT300	FOMR301	IDR4Z01	IDR4Z01	Mat, helse og idrett	Idrettsfag	Treningsledelse 1	Treningsledelse 1	53		
4	FKAT300	FOMR301	IDR4Z01	IDR2007	Mat, helse og idrett	Idrettsfag	Treningsledelse 1	Treningsledelse 1	53		
3	FKAT300	FOMR301	IDR4Z10	IDR4Z10	Mat, helse og idrett	Idrettsfag	Treningsledelse 1	Alle vurderingsfag	3928	4031	4187
4	FKAT300	FOMR301	IDR4Z10	IDR2023	Mat, helse og idrett	Idrettsfag	Treningsledelse 1	Treningsledelse 1	3928	4031	4187
3	FKAT300	FOMR301	IDR4Z09	IDR4Z09	Mat, helse og idrett	Idrettsfag	Treningsledelse 2	Alle vurderingsfag	3966	3888	3989
4	FKAT300	FOMR301	IDR4Z09	IDR2024	Mat, helse og idrett	Idrettsfag	Treningsledelse 2	Treningsledelse 2	3966	3888	3989
3	FKAT300	FOMR301	IDR4Z04	IDR4Z04	Mat, helse og idrett	Idrettsfag	Treningsledelse 2+3	Treningsledelse 2+3	80		
4	FKAT300	FOMR301	IDR4Z04	IDR2014	Mat, helse og idrett	Idrettsfag	Treningsledelse 2+3	Treningsledelse 2+3	80		
3	FKAT300	FOMR301	IDR2Z06	IDR2Z06	Mat, helse og idrett	Idrettsfag	Treningslære 1 vg1	Alle vurderingsfag	4272	4374	4550
4	FKAT300	FOMR301	IDR2Z06	IDR2025	Mat, helse og idrett	Idrettsfag	Treningslære 1 vg1	Treningslære 1 vg1	4272	4374	4550
3	FKAT300	FOMR301	IDR2Z04	IDR2Z04	Mat, helse og idrett	Idrettsfag	Treningslære 1 vg2	Treningslære 1 vg2	112		
4	FKAT300	FOMR301	IDR2Z04	IDR2016	Mat, helse og idrett	Idrettsfag	Treningslære 1 vg2	Treningslære 1	112		
3	FKAT300	FOMR301	IDR2Z07	IDR2Z07	Mat, helse og idrett	Idrettsfag	Treningslære 1 vg2	Alle vurderingsfag	3859	4081	4152
4	FKAT300	FOMR301	IDR2Z07	IDR2026	Mat, helse og idrett	Idrettsfag	Treningslære 1 vg2	Treningslære 1	3859	4081	4152
3	FKAT300	FOMR301	IDR2Z05	IDR2Z05	Mat, helse og idrett	Idrettsfag	Treningslære 2	Treningslære 2	280		
4	FKAT300	FOMR301	IDR2Z05	IDR2017	Mat, helse og idrett	Idrettsfag	Treningslære 2	Treningslære 2	280		
3	FKAT300	FOMR301	IDR2Z08	IDR2Z08	Mat, helse og idrett	Idrettsfag	Treningslære 2	Alle vurderingsfag	3791	3909	4000
4	FKAT300	FOMR301	IDR2Z08	IDR2027	Mat, helse og idrett	Idrettsfag	Treningslære 2	Treningslære 2	3791	3909	4000
2	FKAT300	FOMR302		FOMR302	Mat, helse og idrett	Kroppsøving	Alle opplæringsfag	Alle vurderingsfag	152949	154029	156770
3	FKAT300	FOMR302	KRO1Z37	KRO1Z37	Mat, helse og idrett	Kroppsøving	Kroppsøving vg1 SF	Alle vurderingsfag	61816	62103	64633
4	FKAT300	FOMR302	KRO1Z37	KRO1017	Mat, helse og idrett	Kroppsøving	Kroppsøving vg1 SF	Kroppsøving vg1	61816	62103	64633
3	FKAT300	FOMR302	KRO1Z17	KRO1Z17	Mat, helse og idrett	Kroppsøving	Kroppsøving vg2	Kroppsøving vg2	106		
4	FKAT300	FOMR302	KRO1Z17	KRO1005	Mat, helse og idrett	Kroppsøving	Kroppsøving vg2	Kroppsøving vg2	106		
3	FKAT300	FOMR302	KRO1Z38	KRO1Z38	Mat, helse og idrett	Kroppsøving	Kroppsøving vg2 SF	Alle vurderingsfag	53869	55224	55120
4	FKAT300	FOMR302	KRO1Z38	KRO1018	Mat, helse og idrett	Kroppsøving	Kroppsøving vg2 SF	Kroppsøving vg2	53869	55224	55120
3	FKAT300	FOMR302	KRO1Z18	KRO1Z18	Mat, helse og idrett	Kroppsøving	Kroppsøving vg3	Alle vurderingsfag	335	68	17
4	FKAT300	FOMR302	KRO1Z18	KRO1006	Mat, helse og idrett	Kroppsøving	Kroppsøving vg3	Kroppsøving vg3	335	68	17
3	FKAT300	FOMR302	KRO1Z39	KRO1Z39	Mat, helse og idrett	Kroppsøving	Kroppsøving vg3	Alle vurderingsfag	36874	36666	37123
4	FKAT300	FOMR302	KRO1Z39	KRO1019	Mat, helse og idrett	Kroppsøving	Kroppsøving vg3	Kroppsøving Vg3	36874	36666	37123
1	FKAT400			FKAT400	Norsk og morsmål	Alle fagområder	Alle opplæringsfag	Alle vurderingsfag	141658	142278	143496
2	FKAT400	FOMR401		FOMR401	Norsk og morsmål	Finsk som andrespråk	Alle opplæringsfag	Alle vurderingsfag	17	16	16
3	FKAT400	FOMR401	KEF1Z01	KEF1Z01	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg1 studieforberedende utdanningsprogram	Alle vurderingsfag	4	4	6
4	FKAT400	FOMR401	KEF1Z01	KEF1004	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg1 studieforberedende utdanningsprogram	Kvensk som andrespråk, vg1 studieforberedende utdanningsprogram, skriftlig		1	
4	FKAT400	FOMR401	KEF1Z01	KEF1104	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg1 studieforberedende utdanningsprogram	Finsk som andrespråk, vg1 studieforberedende utdanningsprogram, skriftlig	4	3	6
3	FKAT400	FOMR401	KEF1Z04	KEF1Z04	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg1 yrkesfaglige utdanningsprogram	Alle vurderingsfag	2	2	1
4	FKAT400	FOMR401	KEF1Z04	KEF1001	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg1 yrkesfaglige utdanningsprogram	Kvensk som andrespråk, vg1 yrkesfaglige utdanningsprogram			1
4	FKAT400	FOMR401	KEF1Z04	KEF1101	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg1 yrkesfaglige utdanningsprogram	Finsk som andrespråk, vg1 yrkesfaglige utdanningsprogram	2	2	
3	FKAT400	FOMR401	KEF1Z02	KEF1Z02	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	6	3	5
4	FKAT400	FOMR401	KEF1Z02	KEF1006	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg2 studieforberedende utdanningsprogram	Kvensk som andrespråk, vg2 studieforberedende utdanningsprogram, skriftlig			1
4	FKAT400	FOMR401	KEF1Z02	KEF1106	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg2 studieforberedende utdanningsprogram	Finsk som andrespråk, vg2 studieforberedende utdanningsprogram, skriftlig	6	3	4
3	FKAT400	FOMR401	KEF1Z05	KEF1Z05	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg2 yrkesfaglige utdanningsprogram	Alle vurderingsfag	2	1	1
4	FKAT400	FOMR401	KEF1Z05	KEF1102	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg2 yrkesfaglige utdanningsprogram	Finsk som andrespråk, vg2 yrkesfaglige utdanningsprogram	2	1	1
3	FKAT400	FOMR401	KEF1Z06	KEF1Z06	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg3 påbygging til generell studiekompetanse	Alle vurderingsfag			1
4	FKAT400	FOMR401	KEF1Z06	KEF1110	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg3 påbygging til generell studiekompetanse	Finsk som andrespråk, vg3 påbygging til generell studiekompetanse, skriftlig			1
3	FKAT400	FOMR401	KEF1Z03	KEF1Z03	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	4	6	2
4	FKAT400	FOMR401	KEF1Z03	KEF1108	Norsk og morsmål	Finsk som andrespråk	Kvensk eller finsk som andrespråk, vg3 studieforberedende utdanningsprogram	Finsk som andrespråk, vg3 studieforberedende utdanningsprogram, skriftlig	4	6	2
2	FKAT400	FOMR402		FOMR402	Norsk og morsmål	Grunnleggende norsk	Alle opplæringsfag	Alle vurderingsfag	293	221	321
3	FKAT400	FOMR402	NOR7Z01	NOR7Z01	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Alle vurderingsfag	156	157	214
4	FKAT400	FOMR402	NOR7Z01	NOR1051	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Grunnleggende norsk for språklige minoriteter, nivå 1, vg1 studieforberedende utdanningsprogram og vg2 yrkesfaglige utdanningsprogram	88	89	122
4	FKAT400	FOMR402	NOR7Z01	NOR1052	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Grunnleggende norsk for språklige minoriteter, nivå 1, vg2 studieforberedende utdanningsprogram	4	4	3
4	FKAT400	FOMR402	NOR7Z01	NOR1053	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Grunnleggende norsk for språklige minoriteter, nivå 1, vg3 studieforberedende utdanningsprogram	5	1	
4	FKAT400	FOMR402	NOR7Z01	NOR1054	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Grunnleggende norsk for språklige minoriteter, nivå 1, vg3 påbygging til generell studiekompetanse	1		
4	FKAT400	FOMR402	NOR7Z01	NOR1151	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Grunnleggende norsk for språklige minoriteter, nivå 1, vg1 yrkesfaglige utdanningsprogram	56	56	63
4	FKAT400	FOMR402	NOR7Z01	NOR1152	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 1	Grunnleggende norsk for språklige minoriteter, nivå 1, vg2 yrkesfaglige utdanningsprogram	4	7	26
3	FKAT400	FOMR402	NOR7Z02	NOR7Z02	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Alle vurderingsfag	80	29	102
4	FKAT400	FOMR402	NOR7Z02	NOR1055	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Grunnleggende norsk for spårklige minoriteter, nivå 2, vg1 studieforberedende utdanningsprogram	19	5	37
4	FKAT400	FOMR402	NOR7Z02	NOR1056	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Grunnleggende norsk for språklige minoriteter, nivå 2, vg2 studieforberedende utdanningsprogram	1	4	14
4	FKAT400	FOMR402	NOR7Z02	NOR1057	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Grunnleggende norsk for språklige minoriteter, nivå 2, vg3 studieforberedende utdanningsprogram	5	1	4
4	FKAT400	FOMR402	NOR7Z02	NOR1058	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Grunnleggende norsk for språklige minoriteter, nivå 2, vg3 påbygging til generell studiekompetanse			5
4	FKAT400	FOMR402	NOR7Z02	NOR1155	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Grunnleggende norsk for språklige minoriteter, nivå 2, vg1 yrkesfaglige utdanningsprogram	38	19	37
4	FKAT400	FOMR402	NOR7Z02	NOR1156	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 2	Grunnleggende norsk for språklige minoriteter, nivå 2, vg2 yrkesfaglige utdanningsprogram	18		5
3	FKAT400	FOMR402	NOR7Z03	NOR7Z03	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Alle vurderingsfag	78	37	5
4	FKAT400	FOMR402	NOR7Z03	NOR1059	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Grunnleggende norsk for språklige minoriteter, nivå 3, vg1 studieforberedende utdanningsprogram	15	34	5
4	FKAT400	FOMR402	NOR7Z03	NOR1060	Norsk og morsmål	Grunnleggende norsk	Grunnleggende norsk for språklige minoriteter, nivå 3	Grunnleggende norsk for språklige minoriteter, nivå 3, vg2 studieforberedende utdanningsprogram	3	1	
