FagNivaa	Fagkategorikode	Fagomraadekode	Opplaeringsfagkode	Vurderingsfagkode	Fagkategorinavn	Fagomraadenavn	Opplaeringsfagnavn	Vurderingsfagnavn	2022-23.Alle eierformer.Alle trinn.Alle kjønn.Antall elever	2023-24.Alle eierformer.Alle trinn.Alle kjønn.Antall elever	2024-25.Alle eierformer.Alle trinn.Alle kjønn.Antall elever
1	FKAT100			FKAT100	Estetiske fag	Alle fagområder	Alle opplæringsfag	Alle vurderingsfag	9833	9987	9932
2	FKAT100	FOMR101		FOMR101	Estetiske fag	Andre fag - musikk, dans og drama	Alle opplæringsfag	Alle vurderingsfag	2046	2042	2072
3	FKAT100	FOMR101	MDD2Z02	MDD2Z02	Estetiske fag	Andre fag - musikk, dans og drama	Bevegelse	Alle vurderingsfag	766	746	795
4	FKAT100	FOMR101	MDD2Z02	MDD3006	Estetiske fag	Andre fag - musikk, dans og drama	Bevegelse	Bevegelse	766	746	795
3	FKAT100	FOMR101	MDD1Z02	MDD1Z02	Estetiske fag	Andre fag - musikk, dans og drama	Musikk, dans og drama	Alle vurderingsfag	2008	2011	2020
4	FKAT100	FOMR101	MDD1Z02	MDD2002	Estetiske fag	Andre fag - musikk, dans og drama	Musikk, dans og drama	Musikk, dans og drama	2008	2011	2020
2	FKAT100	FOMR102		FOMR102	Estetiske fag	Dansefag	Alle opplæringsfag	Alle vurderingsfag	984	967	1005
3	FKAT100	FOMR102	DAN3Z03	DAN3Z03	Estetiske fag	Dansefag	Dans i perspektiv 1	Alle vurderingsfag	314	306	313
4	FKAT100	FOMR102	DAN3Z03	DAN2015	Estetiske fag	Dansefag	Dans i perspektiv 1	Dans i perspektiv 1	314	306	313
3	FKAT100	FOMR102	DAN3Z04	DAN3Z04	Estetiske fag	Dansefag	Dans i perspektiv 2	Alle vurderingsfag	311	296	300
4	FKAT100	FOMR102	DAN3Z04	DAN2017	Estetiske fag	Dansefag	Dans i perspektiv 2	Dans i perspektiv 2	311	296	300
3	FKAT100	FOMR102	MDD4Z02	MDD4Z02	Estetiske fag	Dansefag	Danseteknikker	Alle vurderingsfag	356	359	382
4	FKAT100	FOMR102	MDD4Z02	MDD3008	Estetiske fag	Dansefag	Danseteknikker	Danseteknikker	356	359	382
3	FKAT100	FOMR102	DAN1Z03	DAN1Z03	Estetiske fag	Dansefag	Grunntrening i dans 1	Alle vurderingsfag	313	305	313
4	FKAT100	FOMR102	DAN1Z03	DAN2010	Estetiske fag	Dansefag	Grunntrening i dans 1	Grunntrening i dans 1	313	305	313
3	FKAT100	FOMR102	DAN1Z04	DAN1Z04	Estetiske fag	Dansefag	Grunntrening i dans 2	Alle vurderingsfag	311	295	301
4	FKAT100	FOMR102	DAN1Z04	DAN2011	Estetiske fag	Dansefag	Grunntrening i dans 2	Grunntrening i dans 2	311	295	301
3	FKAT100	FOMR102	DAN2Z04	DAN2Z04	Estetiske fag	Dansefag	Scenisk dans 1	Alle vurderingsfag	313	305	313
4	FKAT100	FOMR102	DAN2Z04	DAN2012	Estetiske fag	Dansefag	Scenisk dans 1	Scenisk dans 1	313	305	313
3	FKAT100	FOMR102	DAN2Z05	DAN2Z05	Estetiske fag	Dansefag	Scenisk dans 2	Alle vurderingsfag	311	296	300
4	FKAT100	FOMR102	DAN2Z05	DAN2013	Estetiske fag	Dansefag	Scenisk dans 2	Scenisk dans 2	311	296	300
3	FKAT100	FOMR102	DAN2Z06	DAN2Z06	Estetiske fag	Dansefag	Scenisk dans 3	Alle vurderingsfag	311	296	300
4	FKAT100	FOMR102	DAN2Z06	DAN2014	Estetiske fag	Dansefag	Scenisk dans 3	Scenisk dans 3	311	296	300
3	FKAT100	FOMR102	DAN4Z03	DAN4Z03	Estetiske fag	Dansefag	Scenisk dans fordypning 1	Alle vurderingsfag	308	308	312
4	FKAT100	FOMR102	DAN4Z03	DAN3003	Estetiske fag	Dansefag	Scenisk dans fordypning 1	Scenisk dans fordypning 1	308	308	312
3	FKAT100	FOMR102	DAN4Z04	DAN4Z04	Estetiske fag	Dansefag	Scenisk dans fordypning 2	Alle vurderingsfag	271	262	279
4	FKAT100	FOMR102	DAN4Z04	DAN3004	Estetiske fag	Dansefag	Scenisk dans fordypning 2	Scenisk dans fordypning 2	271	262	279
2	FKAT100	FOMR103		FOMR103	Estetiske fag	Dramafag	Alle opplæringsfag	Alle vurderingsfag	1416	1485	1534
3	FKAT100	FOMR103	DRA4Z02	DRA4Z02	Estetiske fag	Dramafag	Drama og samfunn	Alle vurderingsfag	406	382	358
4	FKAT100	FOMR103	DRA4Z02	DRA2018	Estetiske fag	Dramafag	Drama og samfunn	Drama og samfunn	406	382	358
3	FKAT100	FOMR103	DRA3Z03	DRA3Z03	Estetiske fag	Dramafag	Teater i perspektiv 1	Alle vurderingsfag	368	376	373
4	FKAT100	FOMR103	DRA3Z03	DRA2014	Estetiske fag	Dramafag	Teater i perspektiv 1	Teater i perspektiv 1	368	376	373
3	FKAT100	FOMR103	DRA3Z04	DRA3Z04	Estetiske fag	Dramafag	Teater i perspektiv 2	Alle vurderingsfag	383	354	358
4	FKAT100	FOMR103	DRA3Z04	DRA2016	Estetiske fag	Dramafag	Teater i perspektiv 2	Teater i perspektiv 2	383	354	358
3	FKAT100	FOMR103	DRA1Z03	DRA1Z03	Estetiske fag	Dramafag	Teater og bevegelse 1	Alle vurderingsfag	370	374	372
4	FKAT100	FOMR103	DRA1Z03	DRA2010	Estetiske fag	Dramafag	Teater og bevegelse 1	Teater og bevegelse 1	370	374	372
3	FKAT100	FOMR103	DRA1Z04	DRA1Z04	Estetiske fag	Dramafag	Teater og bevegelse 2	Alle vurderingsfag	384	354	355
4	FKAT100	FOMR103	DRA1Z04	DRA2011	Estetiske fag	Dramafag	Teater og bevegelse 2	Teater og bevegelse 2	384	354	355
3	FKAT100	FOMR103	MDD6Z02	MDD6Z02	Estetiske fag	Dramafag	Teaterensemble	Alle vurderingsfag	596	638	700
4	FKAT100	FOMR103	MDD6Z02	MDD3010	Estetiske fag	Dramafag	Teaterensemble	Teaterensemble	596	638	700
3	FKAT100	FOMR103	DRA2Z03	DRA2Z03	Estetiske fag	Dramafag	Teaterproduksjon 1	Alle vurderingsfag	399	430	420
4	FKAT100	FOMR103	DRA2Z03	DRA2012	Estetiske fag	Dramafag	Teaterproduksjon 1	Teaterproduksjon 1	399	430	420
3	FKAT100	FOMR103	DRA2Z04	DRA2Z04	Estetiske fag	Dramafag	Teaterproduksjon 2	Alle vurderingsfag	384	355	360
4	FKAT100	FOMR103	DRA2Z04	DRA2013	Estetiske fag	Dramafag	Teaterproduksjon 2	Teaterproduksjon 2	384	355	360
3	FKAT100	FOMR103	DRA5Z03	DRA5Z03	Estetiske fag	Dramafag	Teaterproduksjon fordypning 1	Alle vurderingsfag	374	391	404
4	FKAT100	FOMR103	DRA5Z03	DRA3003	Estetiske fag	Dramafag	Teaterproduksjon fordypning 1	Teaterproduksjon fordypning 1	374	391	404
3	FKAT100	FOMR103	DRA5Z02	DRA5Z02	Estetiske fag	Dramafag	Teaterproduksjon fordypning 2	Alle vurderingsfag	28	18	
4	FKAT100	FOMR103	DRA5Z02	DRA3002	Estetiske fag	Dramafag	Teaterproduksjon fordypning 2	Teaterproduksjon fordypning 2	28	18	
3	FKAT100	FOMR103	DRA5Z04	DRA5Z04	Estetiske fag	Dramafag	Teaterproduksjon fordypning 2	Alle vurderingsfag	281	290	301
4	FKAT100	FOMR103	DRA5Z04	DRA3004	Estetiske fag	Dramafag	Teaterproduksjon fordypning 2	Teaterproduksjon fordypning 2	281	290	301
2	FKAT100	FOMR104		FOMR104	Estetiske fag	Kunst- og håndverksfag	Alle opplæringsfag	Alle vurderingsfag	3822	3995	3894
3	FKAT100	FOMR104	KDA5Z02	KDA5Z02	Estetiske fag	Kunst- og håndverksfag	Arkitektur og samfunn	Alle vurderingsfag	142	134	240
4	FKAT100	FOMR104	KDA5Z02	KDA3009	Estetiske fag	Kunst- og håndverksfag	Arkitektur og samfunn	Arkitektur og samfunn	142	134	240
3	FKAT100	FOMR104	KDA2Z01	KDA2Z01	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 1	Alle vurderingsfag	1336	1289	1238
4	FKAT100	FOMR104	KDA2Z01	KDA2010	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 1	Design og arkitektur 1	1336	1289	1238
3	FKAT100	FOMR104	KDA2Z05	KDA2Z05	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 2	Alle vurderingsfag	978	1157	1096
4	FKAT100	FOMR104	KDA2Z05	KDA2011	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 2	Design og arkitektur 2	978	1157	1096
3	FKAT100	FOMR104	KDA2Z03	KDA2Z03	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 3	Design og arkitektur 3	22		
4	FKAT100	FOMR104	KDA2Z03	KDA2006	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 3	Design og arkitektur 3	22		
3	FKAT100	FOMR104	KDA2Z06	KDA2Z06	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 3	Alle vurderingsfag	875	957	1089
4	FKAT100	FOMR104	KDA2Z06	KDA2012	Estetiske fag	Kunst- og håndverksfag	Design og arkitektur 3	Design og arkitektur 3	875	957	1089
3	FKAT100	FOMR104	KDA4Z02	KDA4Z02	Estetiske fag	Kunst- og håndverksfag	Design og bærekraft	Alle vurderingsfag	330	279	196
4	FKAT100	FOMR104	KDA4Z02	KDA3008	Estetiske fag	Kunst- og håndverksfag	Design og bærekraft	Design og bærekraft	330	279	196
3	FKAT100	FOMR104	KDA6Z03	KDA6Z03	Estetiske fag	Kunst- og håndverksfag	Foto og grafikk 1	Alle vurderingsfag	596	733	713
4	FKAT100	FOMR104	KDA6Z03	KDA3010	Estetiske fag	Kunst- og håndverksfag	Foto og grafikk 1	Foto og grafikk 1	596	733	713
3	FKAT100	FOMR104	KDA6Z04	KDA6Z04	Estetiske fag	Kunst- og håndverksfag	Foto og grafikk 2	Alle vurderingsfag	145	151	145
4	FKAT100	FOMR104	KDA6Z04	KDA3011	Estetiske fag	Kunst- og håndverksfag	Foto og grafikk 2	Foto og grafikk 2	145	151	145
3	FKAT100	FOMR104	KDA3Z02	KDA3Z02	Estetiske fag	Kunst- og håndverksfag	Kunst og skapende arbeid	Alle vurderingsfag	500	477	521
4	FKAT100	FOMR104	KDA3Z02	KDA3007	Estetiske fag	Kunst- og håndverksfag	Kunst og skapende arbeid	Kunst og skapende arbeid	500	477	521
3	FKAT100	FOMR104	KDA1Z01	KDA1Z01	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 1	Kunst og visuelle virkemidler 1	5		
4	FKAT100	FOMR104	KDA1Z01	KDA2001	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 1	Kunst og visuelle virkemidler 1	5		
3	FKAT100	FOMR104	KDA1Z04	KDA1Z04	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 1	Alle vurderingsfag	1428	1443	1339
4	FKAT100	FOMR104	KDA1Z04	KDA2007	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 1	Kunst og visuelle virkemidler 1	1428	1443	1339
3	FKAT100	FOMR104	KDA1Z05	KDA1Z05	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 2	Alle vurderingsfag	1021	1176	1108
4	FKAT100	FOMR104	KDA1Z05	KDA2008	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 2	Kunst og visuelle verkemiddel 2	1021	1176	1108
3	FKAT100	FOMR104	KDA1Z03	KDA1Z03	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 3	Kunst og visuelle virkemidler 3	22		
4	FKAT100	FOMR104	KDA1Z03	KDA2003	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 3	Kunst og visuelle virkemidler 3	22		
3	FKAT100	FOMR104	KDA1Z06	KDA1Z06	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 3	Alle vurderingsfag	877	956	1089
4	FKAT100	FOMR104	KDA1Z06	KDA2009	Estetiske fag	Kunst- og håndverksfag	Kunst og visuelle virkemidler 3	Kunst og visuelle virkemidler 3	877	956	1089
2	FKAT100	FOMR105		FOMR105	Estetiske fag	Musikkfag	Alle opplæringsfag	Alle vurderingsfag	3616	3567	3612
3	FKAT100	FOMR105	MUS4Z03	MUS4Z03	Estetiske fag	Musikkfag	Ergonomi og bevegelse 1	Alle vurderingsfag	1124	1113	1158
4	FKAT100	FOMR105	MUS4Z03	MUS2010	Estetiske fag	Musikkfag	Ergonomi og bevegelse 1	Ergonomi og bevegelse 1	1124	1113	1158
3	FKAT100	FOMR105	MUS4Z04	MUS4Z04	Estetiske fag	Musikkfag	Ergonomi og bevegelse 2	Alle vurderingsfag	1140	1085	1077
4	FKAT100	FOMR105	MUS4Z04	MUS2011	Estetiske fag	Musikkfag	Ergonomi og bevegelse 2	Ergonomi og bevegelse 2	1140	1085	1077
3	FKAT100	FOMR105	MUS7Z02	MUS7Z02	Estetiske fag	Musikkfag	Instruksjon og ledelse	Alle vurderingsfag	1147	1077	1080
4	FKAT100	FOMR105	MUS7Z02	MUS2018	Estetiske fag	Musikkfag	Instruksjon og ledelse	Instruksjon og ledelse	1147	1077	1080
3	FKAT100	FOMR105	MUS5Z03	MUS5Z03	Estetiske fag	Musikkfag	Instrument, kor, samspill 1	Alle vurderingsfag	1152	1150	1183
4	FKAT100	FOMR105	MUS5Z03	MUS2012	Estetiske fag	Musikkfag	Instrument, kor, samspill 1	Instrument, kor, samspill 1	1152	1150	1183
3	FKAT100	FOMR105	MUS5Z04	MUS5Z04	Estetiske fag	Musikkfag	Instrument, kor, samspill 2	Alle vurderingsfag	1168	1126	1097
4	FKAT100	FOMR105	MUS5Z04	MUS2013	Estetiske fag	Musikkfag	Instrument, kor, samspill 2	Instrument, kor, samspill 2	1168	1126	1097
3	FKAT100	FOMR105	MDD3Z02	MDD3Z02	Estetiske fag	Musikkfag	Lytting	Alle vurderingsfag	1236	1239	1256
4	FKAT100	FOMR105	MDD3Z02	MDD3007	Estetiske fag	Musikkfag	Lytting	Lytting	1236	1239	1256
3	FKAT100	FOMR105	MDD5Z02	MDD5Z02	Estetiske fag	Musikkfag	Musikk	Alle vurderingsfag	1264	1291	1307
4	FKAT100	FOMR105	MDD5Z02	MDD3009	Estetiske fag	Musikkfag	Musikk	Musikk	1264	1291	1307
3	FKAT100	FOMR105	MUS8Z01	MUS8Z01	Estetiske fag	Musikkfag	Musikk fordypning 1	Musikk fordypning 1	3		
4	FKAT100	FOMR105	MUS8Z01	MUS3001	Estetiske fag	Musikkfag	Musikk fordypning 1	Musikk fordypning 1	3		
3	FKAT100	FOMR105	MUS8Z03	MUS8Z03	Estetiske fag	Musikkfag	Musikk fordypning 1	Alle vurderingsfag	1000	1008	1023
4	FKAT100	FOMR105	MUS8Z03	MUS3006	Estetiske fag	Musikkfag	Musikk fordypning 1	Musikk fordypning 1	1000	1008	1023
3	FKAT100	FOMR105	MUS8Z02	MUS8Z02	Estetiske fag	Musikkfag	Musikk fordypning 2	Musikk fordypning 2	26		
4	FKAT100	FOMR105	MUS8Z02	MUS3003	Estetiske fag	Musikkfag	Musikk fordypning 2	Musikk fordypning 2	26		
3	FKAT100	FOMR105	MUS8Z04	MUS8Z04	Estetiske fag	Musikkfag	Musikk fordypning 2	Alle vurderingsfag	669	582	644
4	FKAT100	FOMR105	MUS8Z04	MUS3008	Estetiske fag	Musikkfag	Musikk fordypning 2	Musikk fordypning 2	669	582	644
3	FKAT100	FOMR105	MUS6Z03	MUS6Z03	Estetiske fag	Musikkfag	Musikk i perspektiv 1	Alle vurderingsfag	1128	1130	1159
4	FKAT100	FOMR105	MUS6Z03	MUS2014	Estetiske fag	Musikkfag	Musikk i perspektiv 1	Musikk i perspektiv 1	1127	1130	1159
4	FKAT100	FOMR105	MUS6Z03	MUS2015	Estetiske fag	Musikkfag	Musikk i perspektiv 1	Musikk i perspektiv, muntlig	1		
3	FKAT100	FOMR105	MUS6Z02	MUS6Z02	Estetiske fag	Musikkfag	Musikk i perspektiv 2	Musikk i perspektiv 2	26		
4	FKAT100	FOMR105	MUS6Z02	MUS2007	Estetiske fag	Musikkfag	Musikk i perspektiv 2	Musikk i perspektiv 2	26		
3	FKAT100	FOMR105	MUS6Z04	MUS6Z04	Estetiske fag	Musikkfag	Musikk i perspektiv 2	Alle vurderingsfag	1142	1069	1085
4	FKAT100	FOMR105	MUS6Z04	MUS2016	Estetiske fag	Musikkfag	Musikk i perspektiv 2	Musikk i perspektiv 2	1142	1069	1085
1	FKAT200			FKAT200	Historie og samfunn	Alle fagområder	Alle opplæringsfag	Alle vurderingsfag	132693	133356	134198
2	FKAT200	FOMR201		FOMR201	Historie og samfunn	Geografi	Alle opplæringsfag	Alle vurderingsfag	33685	34462	34484
3	FKAT200	FOMR201	GEO1Z01	GEO1Z01	Historie og samfunn	Geografi	Geografi	Alle vurderingsfag	82		1
4	FKAT200	FOMR201	GEO1Z01	GEO1001	Historie og samfunn	Geografi	Geografi	Geografi	82		1
3	FKAT200	FOMR201	GEO1Z02	GEO1Z02	Historie og samfunn	Geografi	Geografi vg1	Alle vurderingsfag	33578	34451	34467
4	FKAT200	FOMR201	GEO1Z02	GEO1003	Historie og samfunn	Geografi	Geografi vg1	Geografi	33578	34451	34467
3	FKAT200	FOMR201	GEO2Z02	GEO2Z02	Historie og samfunn	Geografi	Geografi vg1, samisk plan	Alle vurderingsfag	25	11	16
4	FKAT200	FOMR201	GEO2Z02	GEO1004	Historie og samfunn	Geografi	Geografi vg1, samisk plan	Geografi, samisk plan	25	11	16
2	FKAT200	FOMR202		FOMR202	Historie og samfunn	Historie	Alle opplæringsfag	Alle vurderingsfag	76651	76061	76520
3	FKAT200	FOMR202	HIF1Z03	HIF1Z03	Historie og samfunn	Historie	Historie og filosofi 1	Alle vurderingsfag	2239	1974	2084
4	FKAT200	FOMR202	HIF1Z03	SAM3042	Historie og samfunn	Historie	Historie og filosofi 1	Historie og filosofi 1	2239	1974	2084
3	FKAT200	FOMR202	HIF1Z04	HIF1Z04	Historie og samfunn	Historie	Historie og filosofi 2	Alle vurderingsfag	1196	1228	1115
4	FKAT200	FOMR202	HIF1Z04	SAM3043	Historie og samfunn	Historie	Historie og filosofi 2	Historie og filosofi 2	1196	1228	1115
3	FKAT200	FOMR202	HIS1Z09	HIS1Z09	Historie og samfunn	Historie	Historie vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	32583	32589	32677
4	FKAT200	FOMR202	HIS1Z09	HIS1009	Historie og samfunn	Historie	Historie vg2 studieforberedende utdanningsprogram	Historie vg2 studieforberedende utdanningsprogram	32583	32589	32677
3	FKAT200	FOMR202	HIS1Z11	HIS1Z11	Historie og samfunn	Historie	Historie vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	10714	10796	11191
4	FKAT200	FOMR202	HIS1Z11	HIS1011	Historie og samfunn	Historie	Historie vg3 påbygging til generell studiekompetanse	Historie Vg3 påbygging til generell studiekompetanse	10714	10796	11191
3	FKAT200	FOMR202	HIS1Z10	HIS1Z10	Historie og samfunn	Historie	Historie vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	32946	32680	32608
4	FKAT200	FOMR202	HIS1Z10	HIS1010	Historie og samfunn	Historie	Historie vg3 studieforberedende utdanningsprogram	Historie Vg3 studieforberedende utdanningsprogram	32946	32680	32608
3	FKAT200	FOMR202	HIS1Z02	HIS1Z02	Historie og samfunn	Historie	Historie vg3,studieforberedende utdanningsprogram	Alle vurderingsfag	269	13	
4	FKAT200	FOMR202	HIS1Z02	HIS1002	Historie og samfunn	Historie	Historie vg3,studieforberedende utdanningsprogram	Historie vg3 studieforberedende utdanningsprogram	269	13	
3	FKAT200	FOMR202	HIS2Z07	HIS2Z07	Historie og samfunn	Historie	Historie, samisk plan, vg2 studieforberedende utdanningsprogram	Alle vurderingsfag	22	22	10
4	FKAT200	FOMR202	HIS2Z07	HIS1012	Historie og samfunn	Historie	Historie, samisk plan, vg2 studieforberedende utdanningsprogram	Historie, samisk plan, vg2 studieforberedende utdanningsprogram	22	22	10
3	FKAT200	FOMR202	HIS2Z09	HIS2Z09	Historie og samfunn	Historie	Historie, samisk plan, vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	14	17	42
4	FKAT200	FOMR202	HIS2Z09	HIS1014	Historie og samfunn	Historie	Historie, samisk plan, vg3 påbygging til generell studiekompetanse	Historie, samisk plan, Vg3 påbygging til generell studiekompetanse	14	17	42
3	FKAT200	FOMR202	HIS2Z08	HIS2Z08	Historie og samfunn	Historie	Historie, samisk plan, vg3 studieforberedende utdanningsprogram	Alle vurderingsfag	34	23	23
4	FKAT200	FOMR202	HIS2Z08	HIS1013	Historie og samfunn	Historie	Historie, samisk plan, vg3 studieforberedende utdanningsprogram	Historie, samisk plan, Vg3 studieforberedende utdanningsprogram	34	23	23
3	FKAT200	FOMR202	HIS1Z03	HIS1Z03	Historie og samfunn	Historie	Historie, vg3 påbygging til generell studiekompetanse	Alle vurderingsfag	168	3	
4	FKAT200	FOMR202	HIS1Z03	HIS1003	Historie og samfunn	Historie	Historie, vg3 påbygging til generell studiekompetanse	Historie vg3 påbygging til generell studiekompetanse	168	3	
3	FKAT200	FOMR202	SHS1Z03	SHS1Z03	Historie og samfunn	Historie	Samisk historie og samfunn 1	Alle vurderingsfag	5	15	20
4	FKAT200	FOMR202	SHS1Z03	SAM3066	Historie og samfunn	Historie	Samisk historie og samfunn 1	Samisk historie og samfunn 1	5	15	20
3	FKAT200	FOMR202	SHS1Z04	SHS1Z04	Historie og samfunn	Historie	Samisk historie og samfunn 2	Alle vurderingsfag	16	4	12
4	FKAT200	FOMR202	SHS1Z04	SAM3067	Historie og samfunn	Historie	Samisk historie og samfunn 2	Samisk historie og samfunn 2	16	4	12
2	FKAT200	FOMR203		FOMR203	Historie og samfunn	Mediefag	Alle opplæringsfag	Alle vurderingsfag	6765	6448	6384
3	FKAT200	FOMR203	MOK4Z02	MOK4Z02	Historie og samfunn	Mediefag	Bilde	Alle vurderingsfag	1118	1157	1104
4	FKAT200	FOMR203	MOK4Z02	MOK3008	Historie og samfunn	Mediefag	Bilde	Bilde	1118	1157	1104
3	FKAT200	FOMR203	MOK6Z02	MOK6Z02	Historie og samfunn	Mediefag	Grafisk design	Alle vurderingsfag	805	711	780
4	FKAT200	FOMR203	MOK6Z02	MOK3010	Historie og samfunn	Mediefag	Grafisk design	Grafisk design	805	711	780
3	FKAT200	FOMR203	MOK5Z02	MOK5Z02	Historie og samfunn	Mediefag	Lyddesign	Alle vurderingsfag	326	415	331
4	FKAT200	FOMR203	MOK5Z02	MOK3009	Historie og samfunn	Mediefag	Lyddesign	Lyddesign	326	415	331
3	FKAT200	FOMR203	MIN1Z03	MIN1Z03	Historie og samfunn	Mediefag	Medie- og informasjonskunnskap 1	Alle vurderingsfag	1017	1019	1002
4	FKAT200	FOMR203	MIN1Z03	SAM3048	Historie og samfunn	Mediefag	Medie- og informasjonskunnskap 1	Medie- og informasjonskunnskap 1	1017	1019	1002
3	FKAT200	FOMR203	MIN1Z04	MIN1Z04	Historie og samfunn	Mediefag	Medie- og informasjonskunnskap 2	Alle vurderingsfag	571	569	554
4	FKAT200	FOMR203	MIN1Z04	SAM3049	Historie og samfunn	Mediefag	Medie- og informasjonskunnskap 2	Medie- og informasjonskunnskap 2	571	569	554
3	FKAT200	FOMR203	MOK1Z04	MOK1Z04	Historie og samfunn	Mediefag	Mediesamfunnet 1	Alle vurderingsfag	1679	1526	1516
4	FKAT200	FOMR203	MOK1Z04	MOK2008	Historie og samfunn	Mediefag	Mediesamfunnet 1	Mediesamfunnet 1	1679	1526	1516
3	FKAT200	FOMR203	MOK1Z05	MOK1Z05	Historie og samfunn	Mediefag	Mediesamfunnet 2	Alle vurderingsfag	1299	1490	1320
4	FKAT200	FOMR203	MOK1Z05	MOK2009	Historie og samfunn	Mediefag	Mediesamfunnet 2	Mediesamfunnet 2	1299	1490	1320
3	FKAT200	FOMR203	MOK1Z03	MOK1Z03	Historie og samfunn	Mediefag	Mediesamfunnet 3	Mediesamfunnet 3	38		
4	FKAT200	FOMR203	MOK1Z03	MOK2003	Historie og samfunn	Mediefag	Mediesamfunnet 3	Mediesamfunnet 3	38		
3	FKAT200	FOMR203	MOK1Z06	MOK1Z06	Historie og samfunn	Mediefag	Mediesamfunnet 3	Alle vurderingsfag	1582	1238	1466
4	FKAT200	FOMR203	MOK1Z06	MOK2010	Historie og samfunn	Mediefag	Mediesamfunnet 3	Mediesamfunnet 3	1582	1238	1466
3	FKAT200	FOMR203	MOK8Z01	MOK8Z01	Historie og samfunn	Mediefag	Mediespesialisering	Alle vurderingsfag		7	
4	FKAT200	FOMR203	MOK8Z01	MOK3006	Historie og samfunn	Mediefag	Mediespesialisering	Mediespesialisering		7	
3	FKAT200	FOMR203	MOK8Z02	MOK8Z02	Historie og samfunn	Mediefag	Mediespesialisering	Alle vurderingsfag	853	626	729
4	FKAT200	FOMR203	MOK8Z02	MOK3012	Historie og samfunn	Mediefag	Mediespesialisering	Mediespesialisering	853	626	729
3	FKAT200	FOMR203	MOK2Z04	MOK2Z04	Historie og samfunn	Mediefag	Medieuttrykk 1	Alle vurderingsfag	1685	1530	1515
4	FKAT200	FOMR203	MOK2Z04	MOK2012	Historie og samfunn	Mediefag	Medieuttrykk 1	Medieuttrykk 1	1685	1530	1515
3	FKAT200	FOMR203	MOK2Z05	MOK2Z05	Historie og samfunn	Mediefag	Medieuttrykk 2	Alle vurderingsfag	1300	1492	1321
4	FKAT200	FOMR203	MOK2Z05	MOK2013	Historie og samfunn	Mediefag	Medieuttrykk 2	Medieuttrykk 2	1300	1492	1321
3	FKAT200	FOMR203	MOK2Z03	MOK2Z03	Historie og samfunn	Mediefag	Medieuttrykk 3	Medieuttrykk 3	38		
4	FKAT200	FOMR203	MOK2Z03	MOK2007	Historie og samfunn	Mediefag	Medieuttrykk 3	Medieuttrykk 3	38		
3	FKAT200	FOMR203	MOK2Z06	MOK2Z06	Historie og samfunn	Mediefag	Medieuttrykk 3	Alle vurderingsfag	1584	1239	1464
4	FKAT200	FOMR203	MOK2Z06	MOK2014	Historie og samfunn	Mediefag	Medieuttrykk 3	Medieuttrykk 3	1584	1239	1464
3	FKAT200	FOMR203	MOK7Z02	MOK7Z02	Historie og samfunn	Mediefag	Medieutvikling	Alle vurderingsfag	333	260	197
4	FKAT200	FOMR203	MOK7Z02	MOK3011	Historie og samfunn	Mediefag	Medieutvikling	Medieutvikling	333	260	197
3	FKAT200	FOMR203	MOK3Z02	MOK3Z02	Historie og samfunn	Mediefag	Tekst	Alle vurderingsfag	125	139	175
4	FKAT200	FOMR203	MOK3Z02	MOK3007	Historie og samfunn	Mediefag	Tekst	Tekst	125	139	175
2	FKAT200	FOMR204		FOMR204	Historie og samfunn	Politikk, individ og samfunn	Alle opplæringsfag	Alle vurderingsfag	19516	19503	19388
3	FKAT200	FOMR204	POS5Z01	POS5Z01	Historie og samfunn	Politikk, individ og samfunn	Politikk og menneskerettigheter	Alle vurderingsfag	3935	4181	3912
4	FKAT200	FOMR204	POS5Z01	SAM3055	Historie og samfunn	Politikk, individ og samfunn	Politikk og menneskerettigheter	Politikk og menneskerettigheter	3935	4181	3912
3	FKAT200	FOMR204	POS1Z02	POS1Z02	Historie og samfunn	Politikk, individ og samfunn	Samfunnsgeografi	Samfunnsgeografi	26		
4	FKAT200	FOMR204	POS1Z02	SAM3018	Historie og samfunn	Politikk, individ og samfunn	Samfunnsgeografi	Samfunnsgeografi	26		
