order_id,inserted_at,updated_at,item_name,price_nok,category_name,customization_key,customization_value,price_increment_nok,constant_price
hqch6ne6lvvp7ok,2025-09-09 10:09:42.090Z,2025-09-09 10:09:42.378Z,Chai Latte,10,Varm drikke,Kopp,Egen,0,1
wpjlodsvrz4kt6u,2025-09-09 10:10:11.097Z,2025-09-09 10:10:11.390Z,Islatte,10,Kald drikke,Smak,Vanilje,0,1
22cxzojeugvuixf,2025-09-09 10:10:29.774Z,2025-09-09 10:10:30.076Z,Latte,10,Varm drikke,Smak,Salt karamell,0,1
22cxzojeugvuixf,2025-09-09 10:10:29.774Z,2025-09-09 10:10:30.076Z,Latte,10,Varm drikke,Kopp,Egen,0,1
jumn7d2tezlrynb,2025-09-09 10:11:08.981Z,2025-09-09 10:11:09.285Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
htgeqbh53u082p9,2025-09-09 10:12:08.417Z,2025-09-09 10:12:08.708Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
rqebjbnec1nvyom,2025-09-09 10:12:50.148Z,2025-09-09 10:12:50.449Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
rqebjbnec1nvyom,2025-09-09 10:12:50.148Z,2025-09-09 10:12:50.449Z,Karamell Frappe,15,Kald drikke,Annet,Klippekort,0,0
zg7gt17sngnlv6r,2025-09-09 10:13:43.834Z,2025-09-09 10:13:44.122Z,Karamell Frappe,15,Kald drikke,Kopp,Plastikkopp ,10,1
n93v3566mo81jaw,2025-09-09 10:14:15.751Z,2025-09-09 10:14:16.059Z,Islatte,10,Kald drikke,Smak,Salt karamell,0,1
774sq72a140rw3u,2025-09-09 10:15:00.389Z,2025-09-09 10:15:00.695Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
tdsixfhmlkm69da,2025-09-09 10:15:37.983Z,2025-09-09 10:15:38.310Z,Chai Latte,10,Varm drikke,Kopp,Egen,0,1
2zhlx5am6pzukyx,2025-09-09 10:18:12.251Z,2025-09-09 10:18:12.540Z,Mocca Islatte,10,Kald drikke,Kopp,Stor,20,1
6jgb22256w5zfun,2025-09-09 10:18:44.937Z,2025-09-09 10:18:45.229Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
ws9emjoonraja1q,2025-09-09 10:19:53.478Z,2025-09-09 10:19:53.789Z,Varm Sjokolade m/krem,10,Varm drikke,Kopp,Egen,0,1
aipf4v4hieu5iky,2025-09-09 10:21:21.015Z,2025-09-09 10:21:21.305Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
oax7n0ox3i000yn,2025-09-09 10:23:12.016Z,2025-09-09 10:23:12.314Z,Varm sjokolade u/krem,10,Varm drikke,Kopp,Liten,10,1
txgkmgm20kjo0sk,2025-09-09 10:24:02.504Z,2025-09-09 10:24:02.893Z,Karamell Frappe,15,Kald drikke,Kopp,Egen,0,1
hw4bz2gevg13tuk,2025-09-09 10:26:15.466Z,2025-09-09 10:26:15.765Z,Is Matcha,10,Kald drikke,Kopp,Plastikkopp ,10,1
93gz78bptluf6l4,2025-09-09 10:27:38.447Z,2025-09-09 10:27:38.746Z,Varm Sjokolade m/krem,10,Varm drikke,Kopp,Stor,20,1
7hj2zmhzbkwgz67,2025-09-10 06:41:04.667Z,2025-09-10 06:41:04.978Z,Varm sjokolade u/krem,10,Varm drikke,Ekstra,Sirup,5,1
m00hy3w7whccm7h,2025-09-10 06:41:41.703Z,2025-09-10 06:41:42.003Z,Espresso,10,Varm drikke,Melk,Lett,0,1
m00hy3w7whccm7h,2025-09-10 06:41:41.703Z,2025-09-10 06:41:42.003Z,Espresso,10,Varm drikke,Smak,Salt karamell,0,1
